img_id,box_height,box_width,box_x,box_y,label,score
test_images/image2.jpg,0.039247870445251465,0.014913856983184814,0.39422380924224854,0.5538768172264099,person,0.916878
test_images/image2.jpg,0.01925450563430786,0.013205766677856445,0.34582412242889404,0.3829464316368103,kite,0.829445
test_images/image2.jpg,0.04918515682220459,0.01708679273724556,0.057666998356580734,0.5741666555404663,person,0.778505
test_images/image2.jpg,0.08598802983760834,0.06319373846054077,0.43740910291671753,0.07991442084312439,kite,0.769985
test_images/image2.jpg,0.041892290115356445,0.021970927715301514,0.2011229395866394,0.26564282178878784,kite,0.755539
test_images/image2.jpg,0.15720736980438232,0.03939583897590637,0.0784299373626709,0.6833807826042175,person,0.634234
test_images/image2.jpg,0.015632212162017822,0.016008377075195312,0.43172216415405273,0.38510024547576904,kite,0.607407
test_images/image2.jpg,0.17630577087402344,0.04447248578071594,0.15739655494689941,0.7606196403503418,person,0.589102
test_images/image2.jpg,0.019533514976501465,0.011361241340637207,0.25604742765426636,0.5428125262260437,person,0.512377
test_images/image2.jpg,0.03335690498352051,0.01434488408267498,0.026993142440915108,0.5870811343193054,person,0.501464
test_images/image1.jpg,0.8330194056034088,0.2965584546327591,0.01921503245830536,0.039084047079086304,dog,0.940691
test_images/image1.jpg,0.8151310682296753,0.5702122449874878,0.4028356075286865,0.10951501131057739,dog,0.934503
